,regressor,params,features,r2,mse,max_err
255,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 10, 'max_features': 'log2', 'random_state': 0}",DAY_FEATURES,0.00989635014303858,2812264506005.3467,31539997.0
256,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 10, 'max_features': 'log2', 'random_state': 0}",NIGHT_FEATURES,0.009734228663359268,2812724991615.14,31549997.0
257,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 10, 'max_features': 'log2', 'random_state': 0}",ALL_FEATURES,0.22439562158071158,2203006386701.048,31544997.0
258,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 10, 'max_features': None, 'random_state': 0}",DAY_FEATURES,0.27941798654126326,2046722300648.657,31539997.0
259,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 10, 'max_features': None, 'random_state': 0}",NIGHT_FEATURES,-0.014335026781725047,2881090675131.1694,31549997.0
260,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 10, 'max_features': None, 'random_state': 0}",ALL_FEATURES,0.2508629903506526,2127829164831.5872,31539997.0
261,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': 'sqrt', 'random_state': 0}",DAY_FEATURES,0.24915525144885708,2132679781733.9062,31539997.0
262,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': 'sqrt', 'random_state': 0}",NIGHT_FEATURES,0.28482748848675765,2031357292834.9006,31543497.0
263,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': 'sqrt', 'random_state': 0}",ALL_FEATURES,0.37356759827819797,1779302206418.9092,29934997.0
264,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': 'log2', 'random_state': 0}",DAY_FEATURES,0.2782338268422774,2050085756880.1143,31545997.0
265,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': 'log2', 'random_state': 0}",NIGHT_FEATURES,0.28482748848675765,2031357292834.9006,31543497.0
266,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': 'log2', 'random_state': 0}",ALL_FEATURES,0.37356759827819797,1779302206418.9092,29934997.0
267,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': None, 'random_state': 0}",DAY_FEATURES,0.22993883891594735,2187261577192.2563,31539997.0
268,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': None, 'random_state': 0}",NIGHT_FEATURES,0.03967842244325426,2727672286940.927,31544497.0
269,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'best', 'max_depth': 20, 'max_features': None, 'random_state': 0}",ALL_FEATURES,0.20219554927389982,2266062891328.8394,31544997.0
270,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': 'sqrt', 'random_state': 0}",DAY_FEATURES,-0.01432594126083675,2881064868855.315,31535497.0
271,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': 'sqrt', 'random_state': 0}",NIGHT_FEATURES,-0.014563872670502187,2881740683007.058,31544997.0
272,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': 'sqrt', 'random_state': 0}",ALL_FEATURES,-0.014425342272842423,2881347204889.4917,31539997.0
273,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': 'log2', 'random_state': 0}",DAY_FEATURES,-0.01432594126083675,2881064868855.315,31535497.0
274,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': 'log2', 'random_state': 0}",NIGHT_FEATURES,-0.014563872670502187,2881740683007.058,31544997.0
275,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': 'log2', 'random_state': 0}",ALL_FEATURES,-0.014425342272842423,2881347204889.4917,31539997.0
276,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': None, 'random_state': 0}",DAY_FEATURES,-0.014588204124644788,2881809793432.8955,31539997.0
277,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': None, 'random_state': 0}",NIGHT_FEATURES,-0.014563872670502187,2881740683007.058,31544997.0
278,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 1, 'max_features': None, 'random_state': 0}",ALL_FEATURES,-0.014538142634900275,2881667600087.031,31541997.0
279,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': 'sqrt', 'random_state': 0}",DAY_FEATURES,-0.014192676551793681,2880686347261.9453,31533297.0
280,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': 'sqrt', 'random_state': 0}",NIGHT_FEATURES,-0.014662685854703428,2882021349390.5166,31544997.0
281,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': 'sqrt', 'random_state': 0}",ALL_FEATURES,-0.014044076327866417,2880264267073.275,31533997.0
282,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': 'log2', 'random_state': 0}",DAY_FEATURES,-0.0143136284307539,2881029895814.85,31534997.0
283,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': 'log2', 'random_state': 0}",NIGHT_FEATURES,-0.014662685854703428,2882021349390.5166,31544997.0
284,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': 'log2', 'random_state': 0}",ALL_FEATURES,-0.014044076327866417,2880264267073.275,31533997.0
285,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': None, 'random_state': 0}",DAY_FEATURES,-0.014210305191022288,2880736419187.646,31539997.0
286,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': None, 'random_state': 0}",NIGHT_FEATURES,-0.014595555036233998,2881830672769.874,31542997.0
287,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 5, 'max_features': None, 'random_state': 0}",ALL_FEATURES,-0.014588545541295295,2881810763183.8184,31543997.0
288,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': 'sqrt', 'random_state': 0}",DAY_FEATURES,0.22546520710932094,2199968363945.875,31544997.0
289,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': 'sqrt', 'random_state': 0}",NIGHT_FEATURES,-0.014198457438530765,2880702767141.4053,31541097.0
290,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': 'sqrt', 'random_state': 0}",ALL_FEATURES,-0.014702653023051182,2882134871089.9526,31535747.0
291,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': 'log2', 'random_state': 0}",DAY_FEATURES,-0.3122574617960676,3727301765913.9985,31539997.0
292,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': 'log2', 'random_state': 0}",NIGHT_FEATURES,-0.014198457438530765,2880702767141.4053,31541097.0
293,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': 'log2', 'random_state': 0}",ALL_FEATURES,-0.014702653023051182,2882134871089.9526,31535747.0
294,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': None, 'random_state': 0}",DAY_FEATURES,0.22488944624102503,2201603740054.315,31556497.0
295,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': None, 'random_state': 0}",NIGHT_FEATURES,-0.014102866776685374,2880431253926.1455,31541997.0
296,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 10, 'max_features': None, 'random_state': 0}",ALL_FEATURES,0.009449325574637513,2813534222895.299,31539997.0
297,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': 'sqrt', 'random_state': 0}",DAY_FEATURES,0.25501560143341495,2116034196944.1504,31529997.0
298,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': 'sqrt', 'random_state': 0}",NIGHT_FEATURES,-0.27540903668052263,3622638463168.257,40044996.0
299,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': 'sqrt', 'random_state': 0}",ALL_FEATURES,0.24437443747231413,2146259080687.0903,31547497.0
300,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': 'log2', 'random_state': 0}",DAY_FEATURES,0.25684996349569733,2110823922929.2378,31524997.0
301,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': 'log2', 'random_state': 0}",NIGHT_FEATURES,-0.27540903668052263,3622638463168.257,40044996.0
302,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': 'log2', 'random_state': 0}",ALL_FEATURES,0.24437443747231413,2146259080687.0903,31547497.0
303,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': None, 'random_state': 0}",DAY_FEATURES,0.03187266430713165,2749843558152.6343,39979996.0
304,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': None, 'random_state': 0}",NIGHT_FEATURES,0.055761442919983195,2681990496309.6167,31543997.0
305,DecisionTreeRegressor,"{'criterion': 'mae', 'splitter': 'random', 'max_depth': 20, 'max_features': None, 'random_state': 0}",ALL_FEATURES,0.08049365683266385,2611741762905.1777,31539997.0
306,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.014452555185103133,2881424499733.5894,31539692.469420742
307,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.022804524789288738,2905147215710.325,31599959.581498288
308,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.014205452431515164,2880722635536.4897,31538509.404357515
309,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.014452555185103133,2881424499733.5894,31539692.469420742
310,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.022804524789288738,2905147215710.325,31599959.581498288
311,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.014205452431515164,2880722635536.4897,31538509.404357515
312,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.014452555185103133,2881424499733.5894,31539692.469420742
313,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,-0.022804524789288738,2905147215710.325,31599959.581498288
314,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.014205452431515164,2880722635536.4897,31538509.404357515
315,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.019775030574650465,2896542319594.4424,30859133.910649527
316,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,0.0005450264474342603,2838825761200.309,31313136.15083454
317,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.01996929305702788,2897094097667.4927,30872151.035648957
318,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.1592330302098255,3292655173545.8125,32190314.671762258
319,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,0.0005450264474342603,2838825761200.309,31313136.15083454
320,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.15804810119041957,3289289532156.7593,32193699.996317152
321,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,2.2269013277953498e-05,2840310587740.986,31259270.68743277
322,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,0.0005450264474342603,2838825761200.309,31313136.15083454
323,LinearSVR,"{'epsilon': 0, 'C': 0.01, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.0007676971246857178,2842554386893.7935,31274306.140394963
324,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.014520609442546961,2881617799266.137,31540342.002801355
325,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.020619960645634094,2898942236864.747,31599810.647411887
326,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.014458138984246194,2881440359810.603,31542382.595973175
327,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.014259016300717242,2880874776949.344,31538435.03947891
328,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.020619960645634094,2898942236864.747,31599810.647411887
329,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.014243724405395453,2880831342249.907,31540531.14960621
330,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.014259016300717242,2880874776949.344,31538435.03947891
331,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,-0.020619960645634094,2898942236864.747,31599810.647411887
332,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.014243724405395453,2880831342249.907,31540531.14960621
333,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.019847632058909603,2896748534951.082,30858741.26293556
334,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.010579185233271948,2870422681049.5186,31305030.313300684
335,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.02004273579292981,2897302702493.291,30871841.95804797
336,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.1675882767231336,3316387197169.497,32217122.04600646
337,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,0.0006766398356518044,2838451929975.414,31304356.72590356
338,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.16634581558328398,3312858143050.5723,32220589.42888379
339,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.0005009712319485882,2841796785645.595,31266632.761316348
340,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,0.0006766398356518044,2838451929975.414,31304356.72590356
341,LinearSVR,"{'epsilon': 0, 'C': 0.1, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.0016004524126229658,2844919723228.825,31285697.920920055
342,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.018534235577068126,2893017997942.4272,31570864.00639079
343,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.019612762021779195,2896081416241.802,31598622.00008874
344,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.018155344445798915,2891941805484.9385,31571242.040896222
345,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.01399289267176762,2880118886355.4526,31536239.05193683
346,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.019612762021779195,2896081416241.802,31598622.00008874
347,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.01501144651322539,2883011960041.4263,31547892.381715544
348,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.014004631923144162,2880152230217.9644,31536223.988832727
349,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,-0.019612762021779195,2896081416241.802,31598622.00008874
350,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.014729658294475367,2882211576156.45,31545500.597046833
351,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.019854906446487686,2896769196931.261,30858701.957491416
352,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.06718660318549485,3031208910154.5674,31303736.79811742
353,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.02005009460029039,2897323604257.2124,30871811.024448335
354,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.16845021503371727,3318835424198.6274,32219847.22838264
355,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.0023436552982767367,2847030697263.096,31302498.399260677
356,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.16720187556488164,3315289673427.8276,32223322.934565842
357,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.0005641347834490773,2841976193744.9233,31267240.856261797
358,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,0.0006259701461854839,2838595850835.8584,31303428.563622925
359,LinearSVR,"{'epsilon': 0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.0017003524640533119,2845203476721.529,31286777.596035134
360,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.015792288582749725,2885229843428.9243,31550796.326279324
361,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.018210913407640916,2892099642110.474,31587733.758673135
362,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.005932514675585976,2857224399554.073,31439485.775179807
363,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.016494819271525962,2887225293219.166,31556557.68180961
364,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.018210913407640916,2892099642110.474,31587733.758673135
365,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.018273300248735413,2892276844061.883,31573114.59052439
366,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.014538297284659496,2881668039350.161,31540621.8976328
367,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,-0.018210913407640916,2892099642110.474,31587733.758673135
368,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.014228139880268165,2880787076372.4253,31542161.825192273
369,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.019855634027849733,2896771263534.328,30858698.02653988
370,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.13742001436837525,3230698053976.8613,31268572.10565202
371,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.02005083062658053,2897325694847.0327,30871807.930829786
372,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.1685366791110774,3319081014502.0664,32220120.196484536
373,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.011518140719358305,2873089665649.1826,31305991.909162916
374,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.16728775054302325,3315533590469.257,32223596.736192085
375,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.000570583517145673,2841994510559.4165,31267300.042661387
376,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,0.0005665980274095483,2838764489848.8584,31303112.66205198
377,LinearSVR,"{'epsilon': 0, 'C': 10.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.0017105398793249016,2845232412789.3643,31286884.725626174
378,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",DAY_FEATURES,-0.016693042398614022,2887788321003.843,31535904.95914185
379,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",NIGHT_FEATURES,-0.015780606277062237,2885196661313.458,31559749.12600257
380,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 1000.0, 'random_state': 0}",ALL_FEATURES,-0.01686922619080833,2888288748838.235,31547718.283732112
381,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",DAY_FEATURES,-0.01917856362628867,2894848130477.853,31570837.01371425
382,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",NIGHT_FEATURES,-0.015780606277062237,2885196661313.458,31559749.12600257
383,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 10000.0, 'random_state': 0}",ALL_FEATURES,-0.012146001922968441,2874873026187.108,31499581.221857145
384,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",DAY_FEATURES,-0.017095645264057602,2888931863650.783,31556467.536327105
385,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",NIGHT_FEATURES,-0.015780606277062237,2885196661313.458,31559749.12600257
386,LinearSVR,"{'epsilon': 0, 'C': 100.0, 'loss': 'epsilon_insensitive', 'max_iter': 100000.0, 'random_state': 0}",ALL_FEATURES,-0.01544054670084627,2884230764989.1104,31549115.499598622
