,0,1
553,"chak no. 342/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 342 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8187305, 72.42729400000002]"
554,"chak no. 345/g.b, gojra, toba tek singh, punjab, pakistan","['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]"
555,"chak no. 349/g.b, gojra, toba tek singh, punjab, pakistan","['Gojra - Toba Tek Singh Rd, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0513335, 72.5850379]"
556,"chak no. 34g.d, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]"
557,"chak no. 350/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 350 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8956681, 72.4857257]"
558,"chak no. 353g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
559,"chak no. 354 qadir abad, gojra, toba tek singh, punjab, pakistan","['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]"
560,"chak no. 36, pattoki, kasur, punjab, pakistan","['Pattoki, Kasur, Punjab, Pakistan', 0.0, 31.032875, 73.85729940000002]"
561,"chak no 36-g, rahim yar khan, rahim yar khan, punjab, pakistan","['Chak, Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3320198, 70.1161834]"
562,"chak no. 36/10r, khanewal, khanewal, punjab, pakistan","['Chak 36/10R, Khanewal, Punjab, Pakistan', 0.0, 30.341554, 72.12606269999999]"
563,"chak no.  361/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 361 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9095894, 72.5811117]"
564,"chak no. 363g.b, jaranwala, faisalabad, punjab, pakistan","['Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.3453951, 73.4298073]"
565,"chak no. 364g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
566,"chak no. 367/j.b, gojra, toba tek singh, punjab, pakistan","['Chak 288 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0420518, 72.5995933]"
567,"chak no. 36a/4l, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]"
568,"chak no. 36d.n.b, yazman, bahawalpur, punjab, pakistan","['Chak 114/DNB, Bahawalpur, Punjab, Pakistan', 0.0, 29.0777983, 71.4855913]"
569,"chak no 37/1, gujranwala, gujranwala, punjab, pakistan","['Street 37, Sector Y Peoples Colony, Gujranwala, Punjab, Pakistan', 0.0, 32.1313024, 74.2097924]"
570,"chak no 37/1, nandi pur town, gujranwala, punjab, pakistan","['Chak No 37/SP, Pakpattan, Punjab, Pakistan', 0.0, 30.3559465, 73.3347624]"
571,"chak no. 37/b.c, bahawalpur, bahawalpur, punjab, pakistan","['Chak No 37/SP, Pakpattan, Punjab, Pakistan', 0.0, 30.3559465, 73.3347624]"
572,"chak no 371/gb, nankana sahib, nankana sahib, punjab, pakistan","['Nankana Sahib, Punjab, Pakistan', 0.0, 31.449151, 73.712479]"
573,"chak no. 375/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]"
574,"chak no. 378g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
575,"chak no. 37g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
576,"chak no 38, ferozewala, sheikhupura, punjab, pakistan","['Chak No. 38, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5004858, 73.46147959999999]"
577,"chak no 38/2, nandi pur town, gujranwala, punjab, pakistan","['Chak No. 38, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.5004858, 73.46147959999999]"
578,"chak no. 383g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
579,"chak no. 388/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 388 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.060817, 72.4302529]"
580,"chak no. 388g.b, summundri, faisalabad, punjab, pakistan","['Faisalabad Road, Sharif Abad Chak 467 GB, Samundri, Faisalabad, Punjab 37300, Pakistan', 0.0, 31.076764, 72.9672861]"
581,"chak no 39/3, gujranwala, gujranwala, punjab, pakistan","['Street Number 39, Qasim Town, Gujranwala, Punjab, Pakistan', 0.0, 32.1705971, 74.2104648]"
582,"chak no 39/3, qila dedar singh town, gujranwala, punjab, pakistan","['Street Number 39, Qasim Town, Gujranwala, Punjab, Pakistan', 0.0, 32.1705971, 74.2104648]"
583,"chak no. 391/j.b, toba tek singh, toba tek singh, punjab, pakistan","['FW Centre Chak No, Chak 391 JB, Toba Tek Singh District, Punjab 36050, Pakistan', 0.0, 31.01082, 72.43697999999999]"
584,"chak no. 393/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak No 393 Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9718196, 72.47389249999999]"
585,"chak no. 39g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
586,"chak no. 4 g.d, renala khurd, okara, punjab, pakistan","['Chak No 4/G-D, Okara, Punjab, Pakistan', 0.0, 30.9749436, 73.5873853]"
587,"chak no 4/1al, renala khurd, okara, punjab, pakistan","['Chak 4/1 AL, Okara, Punjab, Pakistan', 0.0, 30.9765215, 73.723513]"
588,"chak no 4/4 l, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.7878035, 73.41264009999999]"
589,"chak no 4/ah, khanewal, khanewal, punjab, pakistan","['Chak no 4/AH, Khanewal, Punjab, Pakistan', 0.0, 30.4085411, 71.99866589999999]"
590,"chak no. 4/ah, khanewal, khanewal, punjab, pakistan","['Chak no 4/AH, Khanewal, Punjab, Pakistan', 0.0, 30.4085411, 71.99866589999999]"
591,"chak no. 40/3 r, okara, okara, punjab, pakistan","['Chak 16-1/L, Okara, Punjab, Pakistan', 0.0, 30.8386061, 73.59032959999999]"
592,"chak no 40/4, aroop town, gujranwala, punjab, pakistan","['Chak No. 40 SB, Sargodha, Punjab, Pakistan', 0.0, 31.9236319, 72.8234835]"
593,"chak no. 400g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak 400 GB, Faisalabad, Punjab, Pakistan', 0.0, 30.9688785, 73.0567611]"
594,"chak no. 403/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
595,"chak no. 405g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
596,"chak no. 40a/4l, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.8138017, 73.45337789999999]"
597,"chak no 41/5, aroop town, gujranwala, punjab, pakistan","['Chak No. 41 SB, Sargodha, Punjab, Pakistan', 0.0, 31.9091251, 72.83825470000001]"
598,"chak no. 411/gb, tandlian wala, faisalabad, punjab, pakistan","['Chak 411 GB Majhiana, Faisalabad, Punjab, Pakistan', 0.0, 31.0219145, 73.1356981]"
599,"chak no. 416g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
600,"chak no. 41j.b, faisalabad sadar, faisalabad, punjab, pakistan","['Kohala Chak No.7, J.B., Faisalabad, Punjab, Pakistan', 0.0, 31.5029618, 73.06266389999999]"
601,"chak no. 42-a, liaquat pur, rahim yar khan, punjab, pakistan","['Chak, Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3320198, 70.1161834]"
602,"chak no. 42 fateh, chishtian, bahawalnagar, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
603,"chak no. 42/3 r, okara, okara, punjab, pakistan","['Chak No. 42/3-R Suchan Wala Tehsil &, Okara, Punjab 56300, Pakistan', 0.0, 30.8005, 73.3862007]"
604,"chak no. 42/3r, haroonabad, bahawalnagar, punjab, pakistan","['Chak No.43/3R Tehsil، Bahawalnagar, 62100, Pakistan', 0.0, 29.54693, 72.91888]"
605,"chak no 42/6, aroop town, gujranwala, punjab, pakistan","['Chak 42/12 L, Sahiwal District, Punjab, Pakistan', 0.0, 30.48570699999999, 72.6786796]"
606,"chak no. 420 g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak 420 GB Jhok Burhan, Faisalabad, Punjab, Pakistan', 0.0, 31.047565, 73.1246338]"
607,"chak no. 422 g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
608,"chak no. 422 j.b, gojra, toba tek singh, punjab, pakistan","['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]"
609,"chak no. 425/eb, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
610,"chak no. 429 g.b, tandlian wala, faisalabad, punjab, pakistan","['Taliara AuRa, Faisalabad, Punjab, Pakistan', 0.0, 31.1067711, 73.1906765]"
611,"chak no. 43/10-r, khanewal, khanewal, punjab, pakistan","['Chak 43/10R, Khanewal, Punjab, Pakistan', 0.0, 30.1925331, 72.05792699999999]"
612,"chak no 43/7, aroop town, gujranwala, punjab, pakistan","['Chak No 43, Sheikhupura, Punjab, Pakistan', 0.0, 31.7286977, 74.3015545]"
613,"chak no 43/7, gujranwala, gujranwala, punjab, pakistan","['Chak No 43, Sheikhupura, Punjab, Pakistan', 0.0, 31.7286977, 74.3015545]"
614,"chak no. 431 j.b, gojra, toba tek singh, punjab, pakistan","['FW Centre Chak No . 431/JB, Toba Tek Singh District, 36120, Pakistan', 0.0, 31.17076, 72.51774]"
615,"chak no. 432/6r, haroonabad, bahawalnagar, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
616,"chak no. 434g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
617,"chak no. 437g.b, summundri, faisalabad, punjab, pakistan","['Chak 437 GB Nurpur, Faisalabad, Punjab, Pakistan', 0.0, 31.1135424, 73.07225559999999]"
618,"chak no. 438 j.b, gojra, toba tek singh, punjab, pakistan","['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]"
619,"chak no. 44 j.b, chak jhumra, faisalabad, punjab, pakistan","['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]"
620,"chak no. 44/15-l, mian channu, khanewal, punjab, pakistan","['Chak 44/15 L, Khanewal, Punjab, Pakistan', 0.0, 30.4647097, 72.42433510000001]"
621,"chak no 44/8, aroop town, gujranwala, punjab, pakistan","['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]"
622,"chak no 44/8, gujranwala, gujranwala, punjab, pakistan","['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]"
623,"chak no. 441g.b, summundri, faisalabad, punjab, pakistan","['Chak 441 GB Bhochoki, Faisalabad, Punjab, Pakistan', 0.0, 31.0491758, 73.02798299999999]"
624,"chak no. 446, jhang, jhang, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
625,"chak no. 448g.b, summundri, faisalabad, punjab, pakistan","['Samundri, Faisalabad, Punjab, Pakistan', 0.0, 31.0646216, 72.9519622]"
626,"chak no. 44d.b, yazman, bahawalpur, punjab, pakistan","['Chak No 44, Sheikhupura, Punjab, Pakistan', 0.0, 31.7334755, 74.278819]"
627,"chak no 45/9, aroop town, gujranwala, punjab, pakistan","['Aroop, Gujranwala, Punjab, Pakistan', 0.0, 32.2214769, 74.2208673]"
628,"chak no 45/9, gujranwala, gujranwala, punjab, pakistan","['Chak 45, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.3434367, 73.25147199999999]"
629,"chak no. 452g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
630,"chak no. 454g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
631,"chak no. 455g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
632,"chak no. 457 e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
633,"chak no. 46-abs, liaquat pur, rahim yar khan, punjab, pakistan","['Chak No 46, Sheikhupura, Punjab, Pakistan', 0.0, 31.75550089999999, 74.2993544]"
634,"chak no 46/10, aroop town, gujranwala, punjab, pakistan","['Chak No 46, Sheikhupura, Punjab, Pakistan', 0.0, 31.75550089999999, 74.2993544]"
635,"chak no. 463g.b, summundri, faisalabad, punjab, pakistan","['Chak 463 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.0801605, 73.0154376]"
636,"chak no. 467g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
637,"chak no. 468g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
638,"chak no 47/11, aroop town, gujranwala, punjab, pakistan","['Street Number 47, New Muslim Colony, Gujranwala, Punjab, Pakistan', 0.0, 32.1569375, 74.2045411]"
639,"chak no 47/11, gujranwala, gujranwala, punjab, pakistan","['Street Number 47, New Muslim Colony, Gujranwala, Punjab, Pakistan', 0.0, 32.1569375, 74.2045411]"
640,"chak no. 475g.b, summundri, faisalabad, punjab, pakistan","['Faisalabad Road, Sharif Abad Chak 467 GB, Samundri, Faisalabad, Punjab 37300, Pakistan', 0.0, 31.076764, 72.9672861]"
641,"chak no. 479g.b, summundri, faisalabad, punjab, pakistan","['Chak 479 GB Surtanpur, Faisalabad, Punjab, Pakistan', 0.0, 30.9835416, 72.9231712]"
642,"chak no. 47d.n.b, yazman, bahawalpur, punjab, pakistan","['Chak 114/DNB, Bahawalpur, Punjab, Pakistan', 0.0, 29.0777983, 71.4855913]"
643,"chak no. 47g.b, summundri, faisalabad, punjab, pakistan","['Samundri, Faisalabad, Punjab, Pakistan', 0.0, 31.0646216, 72.9519622]"
644,"chak no. 484g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
645,"chak no. 49 janubi, sillanwali, sargodha, punjab, pakistan","['Chak No 49, Sargodha, Punjab, Pakistan', 0.0, 32.2929452, 73.1386485]"
646,"chak no 49/13, aroop town, gujranwala, punjab, pakistan","['Chak No 49, Sargodha, Punjab, Pakistan', 0.0, 32.2929452, 73.1386485]"
647,"chak no 49/13, gujranwala, gujranwala, punjab, pakistan","['Chak No 49, Sargodha, Punjab, Pakistan', 0.0, 32.2929452, 73.1386485]"
648,"chak no. 490 g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
649,"chak no. 495/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
650,"chak no. 497, shorkot, jhang, punjab, pakistan","['Shorkot, Jhang, Punjab, Pakistan', 0.0, 30.8458033, 72.2138267]"
651,"chak no. 498 g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
652,"chak no. 4b.c, bahawalpur, bahawalpur, punjab, pakistan","['Punjab، Pakistan', 0.0, 29.239369, 71.72218099999999]"
653,"chak no. 5 faiz, multan saddar, multan, punjab, pakistan","['Multan, Punjab, Pakistan', 0.0, 29.9678648, 71.5063413]"
654,"chak no. 5/1 ra, renala khurd, okara, punjab, pakistan","['Chak 5/1 AL, Okara, Punjab, Pakistan', 0.0, 30.9637766, 73.7220419]"
655,"chak no. 5/gb, nankana sahib, nankana sahib, punjab, pakistan","['Chak 5 GB, Nankana Sahib, Punjab, Pakistan', 0.0, 31.5076115, 73.5859132]"
656,"chak no. 50 shumali, sargodha, sargodha, punjab, pakistan","['Sargodha, Punjab, Pakistan', 0.0, 32.156592, 72.8042797]"
657,"chak no 50/14, aroop town, gujranwala, punjab, pakistan","['Tiwana Chak No 50, Nankana Sahib, Punjab, Pakistan', 0.0, 31.5975278, 73.4629526]"
658,"chak no. 507/t.d.a, kot addu, muzaffargarh, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
659,"chak no. 507g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
660,"chak no. 50m.b, khushab, khushab, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
661,"chak no 51/15, gujranwala, gujranwala, punjab, pakistan","['Chak, Gujrat, Punjab, Pakistan', 0.0, 32.8124916, 74.090226]"
662,"chak no 51/15, nandi pur town, gujranwala, punjab, pakistan","['Nandipur, Gujranwala, Punjab, Pakistan', 0.0, 32.2563141, 74.2637827]"
663,"chak no. 514g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
664,"chak no. 517g.b, toba tek singh, toba tek singh, punjab, pakistan","['Street - B, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8892402, 72.6172816]"
665,"chak no. 52 fateh, chishtian, bahawalnagar, punjab, pakistan","['Chak No 52 E.B, Pakpattan, Punjab, Pakistan', 0.0, 30.3827837, 72.9504858]"
666,"chak no 52/16, gujranwala, gujranwala, punjab, pakistan","['Chak No 52 E.B, Pakpattan, Punjab, Pakistan', 0.0, 30.3827837, 72.9504858]"
667,"chak no 52/16, nandi pur town, gujranwala, punjab, pakistan","['Chak No 52 E.B, Pakpattan, Punjab, Pakistan', 0.0, 30.3827837, 72.9504858]"
668,"chak no. 52/2 l, okara, okara, punjab, pakistan","['52/2-L, Okara, Punjab, Pakistan', 0.0, 30.78102549999999, 73.4695811]"
669,"chak no. 521/e.b, burewala, vehari, punjab, pakistan","['No., Burewala-Vehari Rd, Chak 521/EB, Vehari, Punjab, Pakistan', 0.0, 30.1329241, 72.6043408]"
670,"chak no. 527g.b, summundri, faisalabad, punjab, pakistan","['Faisalabad Road, Sharif Abad Chak 467 GB, Samundri, Faisalabad, Punjab 37300, Pakistan', 0.0, 31.076764, 72.9672861]"
671,"chak no 53/17, gujranwala, gujranwala, punjab, pakistan","['Chak, Gujrat, Punjab, Pakistan', 0.0, 32.8124916, 74.090226]"
672,"chak no 53/17, nandi pur town, gujranwala, punjab, pakistan","['Nandipur, Gujranwala, Punjab, Pakistan', 0.0, 32.2563141, 74.2637827]"
673,"chak no 53/2-l, okara, okara, punjab, pakistan","['53/2-L, Okara, Punjab, Pakistan', 0.0, 30.794624, 73.46147959999999]"
674,"chak no. 53/w.b, vehari, vehari, punjab, pakistan","['Chak No 107 W.B, Vehari, Punjab, Pakistan', 0.0, 29.9789111, 72.2230545]"
675,"chak no 54/18, gujranwala, gujranwala, punjab, pakistan","['Chak No. 54 SB, Sargodha, Punjab, Pakistan', 0.0, 31.88059849999999, 72.8914233]"
676,"chak no 54/18, nandi pur town, gujranwala, punjab, pakistan","['Chak No. 54 SB, Sargodha, Punjab, Pakistan', 0.0, 31.88059849999999, 72.8914233]"
677,"chak no. 547, kot addu, muzaffargarh, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
678,"chak no. 548g.b, tandlian wala, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
679,"chak no. 54r.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
680,"chak no 55, kasur, kasur, punjab, pakistan","['Chak No 55 Bhakkar, Punjab, Pakistan', 0.0, 31.4817914, 71.0783819]"
681,"chak no. 55/10r, jahanian, khanewal, punjab, pakistan","['Chak 55/10 R, Khanewal, Punjab, Pakistan', 0.0, 30.083205, 71.9505076]"
682,"chak no 55/19, gujranwala, gujranwala, punjab, pakistan","['Chak No 55 Bhakkar, Punjab, Pakistan', 0.0, 31.4817914, 71.0783819]"
683,"chak no 55/19, nandi pur town, gujranwala, punjab, pakistan","['Chak No 55 Bhakkar, Punjab, Pakistan', 0.0, 31.4817914, 71.0783819]"
684,"chak no. 55g.b, jaranwala, faisalabad, punjab, pakistan","['Chak 55 GB Kheowala, Faisalabad, Punjab, Pakistan', 0.0, 31.3019195, 73.3428686]"
685,"chak no. 56, kot radha kishen, kasur, punjab, pakistan","['Kasur, Punjab, Pakistan', 0.0, 31.1884008, 74.08284460000002]"
686,"chak no 56/20, nandi pur town, gujranwala, punjab, pakistan","['Chak No. 56 SB, Sargodha, Punjab, Pakistan', 0.0, 31.8557877, 72.8168362]"
687,"chak no. 56/5-l, sahiwal, sahiwal, punjab, pakistan","['Chak No. 56/5-L, Sahiwal District, Punjab, Pakistan', 0.0, 30.70609799999999, 73.2603185]"
688,"chak no. 56/w.b, vehari, vehari, punjab, pakistan","['Chak No 56/WB, Vehari, Punjab, Pakistan', 0.0, 30.1096104, 72.2585852]"
689,"chak no. 561/e.b, vehari, vehari, punjab, pakistan","['Chak 561/EB, Vehari, Punjab, Pakistan', 0.0, 30.0935484, 72.50717209999999]"
690,"chak no. 562g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
691,"chak no. 565, kot addu, muzaffargarh, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
692,"chak no. 565/t.d.a, kot addu, muzaffargarh, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
