,UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape,UC Match with Returned Address in Google API,Tehsil Match,District Match,fuzzyUC,fuzzyTehsil,fuzzyDistrict,Manaual Tehsil,Manaual District,crossMatchTehsil,crossMatchDistrict
390,chak no. 132/6r, haroonabad, bahawalnagar,,"['Chak 73/4 R, Haroonabad, Bahawalnagar, Punjab, Pakistan', 0.0, 29.6016898, 73.1460243]",haroonabad c,haroonabad,bahawalnagar,False,True,True,45,100,100,haroonabad,bahawalnagar,True,True
391,chak no. 134/16l, mian channu, khanewal,,"['Chak No 134/16.L, Khanewal, Punjab, Pakistan', 0.0, 30.3866543, 72.24896269999999]",134/16-l,mian channu,khanewal,False,True,True,75,100,100,mian channu,khanewal,True,True
392,chak no. 136/10-r, jahanian, khanewal,,"['Chak 136/10 R, Multan, Punjab, Pakistan', 0.0, 29.9754642, 71.6836503]",136/10-r,jehanian,khanewal,False,False,True,62,88,100,jehanian,khanewal,True,True
393,chak no. 136/r.b, chak jhumra, faisalabad,,"['Chak 136 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.5700128, 73.27211319999999]",chak no. 156,chak jumra,faisalabad,False,False,True,55,90,100,chak jumra,faisalabad,True,True
394,chak no. 137/16l, mian channu, khanewal,,"['Chak 137-16L, Khanewal, Punjab, Pakistan', 0.0, 30.3939055, 72.19122109999999]",134/16-l,mian channu,khanewal,False,True,True,58,100,100,mian channu,khanewal,True,True
395,chak no. 138 g.b, summundri, faisalabad,,"['Chak 138 GB Bara Rasiana, Faisalabad, Punjab, Pakistan', 0.0, 31.1046735, 72.9091436]",chak no. 527,samundri,faisalabad,False,False,True,50,75,100,samundri,faisalabad,True,True
396,chak no. 139-p, rahim yar khan, rahim yar khan,,"['Chak No. 139, Sargodha, Punjab, Pakistan', 0.0, 31.7338325, 72.39992289999999]",147 nb,sillanwali,sargodha,False,False,False,83,30,50,rahim yar khan,rahim yar khan,False,False
397,chak no. 139 r.b, chak jhumra, faisalabad,,"['Chak Jhumra Railway Station, Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5698496, 73.18714]",chak no. 155,chak jumra,faisalabad,False,False,True,31,90,100,chak jumra,faisalabad,True,True
398,chak no. 14 m b, khushab, khushab,,"['Chak 14 MB, Khushab, Punjab, Pakistan', 0.0, 32.1650006, 71.8764032]",adhikot,noorpur,khushab,False,False,True,50,14,100,khushab,khushab,False,True
399,chak no. 14/1 al, renala khurd, okara,,"['Chak No 14/1.A.L, Okara, Punjab, Pakistan', 0.0, 30.89837369999999, 73.6639223]",chak 4/1al,renala khurd,okara,False,True,True,62,100,100,renala khurd,okara,True,True
400,chak no. 14/8-ar, mian channu, khanewal,,"['Chak No 133/16-L Bus Stop, Chak 133 16-L Amrat Nagar, Khanewal, Punjab, Pakistan', 0.0, 30.4139363, 72.275448]",14/8 ar,mian channu,khanewal,False,True,True,56,100,100,mian channu,khanewal,True,True
401,chak no. 140/10, jahanian, khanewal,,"['Chak No. 140/10.R, Khanewal, Punjab, Pakistan', 0.0, 30.0167614, 71.75779969999999]",jehanian,jehanian,khanewal,True,False,True,87,88,100,jehanian,khanewal,True,True
402,chak no. 142/6r, haroonabad, bahawalnagar,,"['Chak 142, Sargodha, Punjab, Pakistan', 0.0, 31.9484325, 72.6602037]",50 nb,sargodha,sargodha,False,False,False,50,50,38,haroonabad,bahawalnagar,False,False
403,chak no. 142/g.b, summundri, faisalabad,,"['Chak 142, Sargodha, Punjab, Pakistan', 0.0, 31.9484325, 72.6602037]",50 nb,sargodha,sargodha,False,False,False,50,25,38,samundri,faisalabad,False,False
404,chak no. 146 r.b, chak jhumra, faisalabad,,"['Khewa 146 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.60524999999999, 73.26621589999999]",chak no. 155,chak jumra,faisalabad,False,False,True,50,90,100,chak jumra,faisalabad,True,True
405,chak no. 147 g.b, jaranwala, faisalabad,,"['Chak 147 GB Jhok Balaqi, Faisalabad, Punjab, Pakistan', 0.0, 31.2648729, 73.46737159999999]",chak no. 282,jaranwala,faisalabad,False,True,True,50,100,100,jaranwala,faisalabad,True,True
406,chak no. 149/10r, jahanian, khanewal,,"['Chak 149/10 R, Khanewal, Punjab, Pakistan', 0.0, 30.0852431, 71.82229579999999]",106/10-r,jehanian,khanewal,False,False,True,62,88,100,jehanian,khanewal,True,True
407,chak no. 15/1 r, okara, okara,,"['Chak 16-1/L, Okara, Punjab, Pakistan', 0.0, 30.8386061, 73.59032959999999]",chak 23/2-l,renala khurd,okara,False,False,True,45,50,100,okara,okara,False,True
408,chak no. 15/1r, haroonabad, bahawalnagar,,"['Chak No 15/1R, Okara, Punjab, Pakistan', 0.0, 30.9433296, 73.5373266]",kaman,renala khurd,okara,False,False,False,77,36,40,haroonabad,bahawalnagar,False,False
409,chak no. 15/w.b, mailsi, vehari,,"['Multan - Vehari Rd, Chak 108 WB, Vehari, Punjab, Pakistan', 0.0, 30.0701045, 72.0266839]",155/wb,vehari,vehari,False,False,True,20,33,100,mailsi,vehari,False,True
410,chak no. 15/w.b, vehari, vehari,,"['Chak 15/8 L, Vehari, Punjab, Pakistan', 0.0, 30.0770678, 72.4714121]",521/eb,burewala,vehari,False,False,True,55,29,100,vehari,vehari,False,True
411,chak no. 151/g.b, toba tek singh, toba tek singh,,"['Chak 151 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9507641, 72.55227769999999]",296 gb,toba tek singh,toba tek singh,False,True,True,55,100,100,toba tek singh,toba tek singh,True,True
412,chak no. 151/r.b bharolianwala, jaranwala, faisalabad,,"['Faisalabad, Punjab, Pakistan', 0.0, 31.5746909, 73.2979311]",chak no. 156,chak jumra,faisalabad,False,False,True,40,40,100,jaranwala,faisalabad,False,True
413,chak no. 152 shumali, sillanwali, sargodha,,"['Chak No. 152/9-L, Sahiwal District, Punjab, Pakistan', 0.0, 30.4815337, 72.98628529999999]",129/9.l,sahiwal,sahiwal,False,False,False,62,57,43,sillanwali,sargodha,False,False
414,chak no. 152/2-l, haroonabad, bahawalnagar,,"['Chak No. 152/2L, Bahawalnagar, Punjab, Pakistan', 0.0, 29.4755403, 73.1932238]",chak no.82/5,haroonabad,bahawalnagar,False,True,True,80,100,100,haroonabad,bahawalnagar,True,True
415,chak no. 153, chiniot, chiniot,,"['Chak No 153JB, Chiniot, Punjab, Pakistan', 0.0, 31.5557812, 72.87446609999999]",chak 208,bhawana,chiniot,False,False,True,75,29,100,chiniot,chiniot,False,True
416,chak no. 154 g.b, gojra, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh,False,False,True,45,33,100,gojra,toba tek singh,False,True
417,chak no. 155/r.b, chak jhumra, faisalabad,,"['Faisalabad, Punjab, Pakistan', 0.0, 31.5780183, 73.2466845]",chak no. 155,chak jumra,faisalabad,False,False,True,10,90,100,chak jumra,faisalabad,True,True
418,chak no. 155/w.b, vehari, vehari,,"['Unnamed Rd, Pakistan', 0.0, 30.0334733, 72.3842815]",15/wb,vehari,vehari,False,True,True,20,100,100,vehari,vehari,True,True
419,chak no. 156 r.b, chak jhumra, faisalabad,,"['Chak No 156 RB Dher Bus Stop, Chak Jhumra Rd, Chak 136 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.5711225, 73.27324039999999]",chak no. 156,chak jumra,faisalabad,False,False,True,62,90,100,chak jumra,faisalabad,True,True
420,chak no. 157/10-r, jahanian, khanewal,,"['Chak No.151/10R, Khanewal, Punjab, Pakistan', 0.0, 30.1266558, 71.8437916]",55/10-r,jehanian,khanewal,False,False,True,73,88,100,jehanian,khanewal,True,True
421,chak no. 158 g.b, gojra, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh,False,False,True,45,33,100,gojra,toba tek singh,False,True
422,chak no. 159 r.b, chak jhumra, faisalabad,,"['Bilal Nagar, Faisalabad, Punjab, Pakistan', 0.0, 31.6249857, 73.16077520000002]",chak no. 159,chak jumra,faisalabad,False,False,True,18,90,100,chak jumra,faisalabad,True,True
423,chak no 16/w.b, vehari, vehari,,"['Chak No 16 Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.44504, 73.32591889999999]",nain,mandi bahauddin,mandi bahauddin,False,False,False,57,43,43,vehari,vehari,False,False
424,chak no. 161/g.b, gojra, toba tek singh,,"['Chak No 161 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0131639, 72.6720284]",284/ jb,toba tek singh,toba tek singh,False,False,True,64,33,100,gojra,toba tek singh,False,True
425,chak no. 164/7r, haroonabad, bahawalnagar,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,27,71,haroonabad,bahawalnagar,False,False
426,chak no. 164/t.d.a, leiah, leiah,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,33,33,layyah,layyah,False,False
427,chak no. 166/e.b, vehari, vehari,,"['Chak Number 555/EB, Vehari, Punjab, Pakistan', 0.0, 30.0971366, 72.5281522]",447/eb,burewala,vehari,False,False,True,38,29,100,vehari,vehari,False,True
428,chak no. 167/7-r, fortabbas, bahawalnagar,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,50,20,71,fortabbas,bahawalnagar,False,False
429,chak no. 168/9 l, chichawatni, sahiwal,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,True,True,42,100,100,chichawatni,sahiwal,True,True
430,chak no. 169 murad, chishtian, bahawalnagar,,"['Chak No. 169 NB, Sargodha, Punjab, Pakistan', 0.0, 31.6967567, 72.4450467]",131 nb,sillanwali,sargodha,False,False,False,73,40,38,chishtian,bahawalnagar,False,False
431,chak no. 17 ghagh, shorkot, jhang,,"['Chak No 17, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4542672, 73.322971]",nain,mandi bahauddin,mandi bahauddin,False,False,False,80,25,50,shorkot,jhang,False,False
432,chak no. 170 g.b, summundri, faisalabad,,"['Chak 170 GB Kutruwal, Faisalabad, Punjab, Pakistan', 0.0, 31.1406986, 73.1917489]",chak no. 32/,jaranwala,faisalabad,False,False,True,50,11,100,samundri,faisalabad,False,True
433,chak no. 171/10r, khanewal, khanewal,,"['Chak No.166/10-R Near Adda Mehar Shah, Khanewal, 58150, Pakistan', 0.0, 30.23985, 71.88844999999999]",88/10-r,khanewal,khanewal,False,True,True,62,100,100,khanewal,khanewal,True,True
434,chak no. 172/t.d.a, leiah, leiah,,"['Layyah, Punjab, Pakistan', 0.0, 30.9693492, 70.94279139999999]",kotla haji shah,layyah,layyah,False,False,False,17,50,50,layyah,layyah,True,True
435,chak no. 173/e.b, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari,False,True,True,60,100,100,burewala,vehari,True,True
436,chak no. 175/g.b, summundri, faisalabad,,"['Chak No.175, Jhang, Punjab, Pakistan', 0.0, 31.3248903, 72.5093906]",chak no.220/jb,jhang,jhang,False,False,False,82,20,20,samundri,faisalabad,False,False
437,chak no. 176/7r, fortabbas, bahawalnagar,,"['Chak No 181/7-R (E), Bahawalnagar, Punjab, Pakistan', 0.0, 29.2961635, 72.8570866]",chak no. 226,fortabbas,bahawalnagar,False,True,True,60,100,100,fortabbas,bahawalnagar,True,True
438,chak no. 177 murad, chishtian, bahawalnagar,,"['Chak 177 Murad, Bahawalnagar, Punjab, Pakistan', 0.0, 29.5494305, 72.8072342]",chak no. 201,chishtian,bahawalnagar,False,True,True,64,100,100,chishtian,bahawalnagar,True,True
439,chak no. 178 g.b, gojra, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh,False,False,True,45,33,100,gojra,toba tek singh,False,True
440,chak no. 17d.n.b, yazman, bahawalpur,,"['Chak 114/DNB, Bahawalpur, Punjab, Pakistan', 0.0, 29.0777983, 71.4855913]",chak no 067/d b,yazman,bahawalpur,False,True,True,42,100,100,yazman,bahawalpur,True,True
441,chak no. 18/1 l, renala khurd, okara,,"['Chak 18/1L lakhoki, Okara, Punjab, Pakistan', 0.0, 30.843846, 73.6146181]",chak 23/2-l,renala khurd,okara,False,True,True,67,100,100,renala khurd,okara,True,True
442,chak no. 18/g.d, okara, okara,,"['Chak No. 18/G.D., Okara, Punjab, Pakistan', 0.0, 30.9337979, 73.4430661]",okara -2,okara,okara,True,True,True,73,100,100,okara,okara,True,True
443,chak no 180/r b, shah kot, nankana sahib,,"['Tiwana Chak No 50, Nankana Sahib, Punjab, Pakistan', 0.0, 31.5975278, 73.4629526]",chak no.78 r,safdarabad,sheikhupura,False,False,False,47,11,27,safdarabad,sheikhupura,True,True
444,chak no. 183 g.b, toba tek singh, toba tek singh,,"['Chak 183 GB Mian Kot, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.94696279999999, 72.645422]",361 gb,toba tek singh,toba tek singh,False,True,True,50,100,100,toba tek singh,toba tek singh,True,True
445,chak no. 184 j.b, bhawana, chiniot,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,62,29,bhawana,chiniot,False,False
446,chak no. 184/g.b, toba tek singh, toba tek singh,,"['Chak 184 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8291509, 72.64320470000001]",rajana,toba tek singh,toba tek singh,False,True,True,55,100,100,toba tek singh,toba tek singh,True,True
447,chak no. 185/7r, fortabbas, bahawalnagar,,"['Chak No. 185/7-R Khichiwala, Pakistan', 0.0, 29.330932, 72.95439859999999]",chak no.289/,fortabbas,bahawalnagar,False,True,True,80,100,100,fortabbas,bahawalnagar,True,True
448,chak no. 186/r.b, chak jhumra, faisalabad,,"['Chak No 156 RB Dher Bus Stop, Chak Jhumra Rd, Chak 136 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.5711225, 73.27324039999999]",chak no. 156,chak jumra,faisalabad,False,False,True,50,90,100,chak jumra,faisalabad,True,True
449,chak no. 188 murad, hasilpur, bahawalpur,,"['Chak 188/M, Bahawalpur, Punjab, Pakistan', 0.0, 29.4839511, 72.6690723]",chak no 188/murad chonawala,hasilpur,bahawalpur,False,True,True,50,100,100,hasilpur,bahawalpur,True,True
450,chak no. 189g.b, toba tek singh, toba tek singh,,"['Street - B, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8892402, 72.6172816]",517/gb,toba tek singh,toba tek singh,False,True,True,20,100,100,toba tek singh,toba tek singh,True,True
451,chak no. 189r.b, chak jhumra, faisalabad,,"['Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5628728, 73.1880618]",chak no. 155,chak jumra,faisalabad,False,False,True,36,90,100,chak jumra,faisalabad,True,True
452,chak no. 19/1 a.l akhter, renala khurd, okara,,"['Chak 16-1/L, Okara, Punjab, Pakistan', 0.0, 30.8386061, 73.59032959999999]",chak 23/2-l,renala khurd,okara,False,True,True,45,100,100,renala khurd,okara,True,True
453,chak no. 19/9r, khanewal, khanewal,,"['Chak 19/9 R 5 Marla Scheme, Kacha Khuh, Khanewal, Punjab, Pakistan', 0.0, 30.3780667, 72.15531179999999]",7/9-r,khanewal,khanewal,False,True,True,57,100,100,khanewal,khanewal,True,True
454,chak no. 190 arbiwala, bhawana, chiniot,,"['Arbiwala, Muzaffargarh, Punjab, Pakistan', 0.0, 29.92810679999999, 71.1708447]",thatha qureshi,muzaffargarh,muzaffargarh,False,False,False,88,38,12,bhawana,chiniot,False,False
455,chak no. 192 murad, hasilpur, bahawalpur,,"['Chak No.192/W.B, Vehari, Punjab, Pakistan', 0.0, 29.9964349, 72.0108894]",shetab gaih,mailsi,vehari,False,False,False,60,50,33,hasilpur,bahawalpur,False,False
456,chak no. 193g.b, summundri, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad,False,False,True,53,30,100,samundri,faisalabad,False,True
457,chak no. 195r.b, faisalabad sadar, faisalabad,,"['Chak 190 RB Karari Kalan, Faisalabad, Punjab, Pakistan', 0.0, 31.5434535, 73.1570876]",chak jumra -,chak jumra,faisalabad,False,False,True,47,30,100,faisalabad saddar,faisalabad,False,True
458,chak no. 198/e.b, vehari, vehari,,"['Chak No 198/EB, Vehari, Punjab, Pakistan', 0.0, 30.1615662, 72.391785]",198/eb,vehari,vehari,False,True,True,71,100,100,vehari,vehari,True,True
459,chak no. 198/g.b, summundri, faisalabad,,"['Faisalabad, Punjab, Pakistan', 0.0, 30.9111859, 72.7366852]",chak no. 205,samundri,faisalabad,False,False,True,10,75,100,samundri,faisalabad,True,True
460,chak no. 199/8-r, fortabbas, bahawalnagar,,"['Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.193053, 72.8574558]",chak no. 264,fortabbas,bahawalnagar,False,True,True,20,100,100,fortabbas,bahawalnagar,True,True
461,chak no. 199/e.b, burewala, vehari,,"['Chak 199 EB, Vehari, Punjab, Pakistan', 0.0, 30.2287657, 72.76660629999999]",173/eb,burewala,vehari,False,True,True,55,100,100,burewala,vehari,True,True
462,chak no. 199r.b gatt wala, faisalabad sadar, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad,False,False,True,44,73,100,faisalabad saddar,faisalabad,False,True
463,chak no. 19j.b, chak jhumra, faisalabad,,"['Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5628728, 73.1880618]",chak no. 155,chak jumra,faisalabad,False,False,True,36,90,100,chak jumra,faisalabad,True,True
464,chak no. 1d.n.b, yazman, bahawalpur,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,43,71,yazman,bahawalpur,False,False
465,chak no. 200/j.b, bhawana, chiniot,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,62,29,bhawana,chiniot,False,False
466,chak no. 200r.b laathiana wala, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad,False,True,True,38,100,100,jaranwala,faisalabad,True,True
467,chak no. 201 murad, chishtian, bahawalnagar,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,60,71,chishtian,bahawalnagar,False,False
468,chak no. 201g.b, summundri, faisalabad,,"['Samundri, Faisalabad, Punjab, Pakistan', 0.0, 31.0646216, 72.9519622]",chak no. 467,samundri,faisalabad,False,False,True,25,75,100,samundri,faisalabad,True,True
469,chak no. 202r.b, faisalabad city, faisalabad,,"['Chak No 232 RB Rd, Chak 232 Rb, Faisalabad, Punjab, Pakistan', 0.0, 31.36053099999999, 73.04205859999999]",faisalabad c,faisalabad city,faisalabad,False,True,True,53,100,100,faisalabad city,faisalabad,True,True
470,chak no. 203g.b, summundri, faisalabad,,"['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]",faisalabad c,faisalabad city,faisalabad,False,False,True,53,30,100,samundri,faisalabad,False,True
471,chak no. 205g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad,False,True,True,33,100,100,jaranwala,faisalabad,True,True
472,chak no. 205g.b, summundri, faisalabad,,"['Chak 205 GB Rattar Chattar, Faisalabad, Punjab, Pakistan', 0.0, 30.9590669, 72.7791648]",chak no. 214,samundri,faisalabad,False,False,True,47,75,100,samundri,faisalabad,True,True
473,chak no. 208/j.b, bhawana, chiniot,,"['Chak No 208/9R, Bahawalnagar, Punjab, Pakistan', 0.0, 29.2945281, 72.99772519999999]",chak no.304/,fortabbas,bahawalnagar,False,False,False,71,25,25,bhawana,chiniot,False,False
474,chak no. 208r.b, faisalabad city, faisalabad,,"['208 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.4254166, 73.16593780000001]",chak no. 209,faisalabad saddar,faisalabad,False,False,True,50,69,100,faisalabad city,faisalabad,False,True
475,chak no. 209/9r, fortabbas, bahawalnagar,,"['Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.193053, 72.8574558]",chak no. 264,fortabbas,bahawalnagar,False,True,True,20,100,100,fortabbas,bahawalnagar,True,True
476,chak no. 20j.b, chak jhumra, faisalabad,,"['Chak No 20 J.B Khanki, Faisalabad, Punjab, Pakistan', 0.0, 31.6739989, 73.1342229]",chak no. 19-,chak jumra,faisalabad,False,False,True,64,90,100,chak jumra,faisalabad,True,True
477,chak no. 214g.b, summundri, faisalabad,,"['Chak 217 GB Gujjar Pind, Faisalabad, Punjab, Pakistan', 0.0, 31.0168324, 72.8611481]",chak no. 228,samundri,faisalabad,False,False,True,40,75,100,samundri,faisalabad,True,True
478,chak no. 219r.b, faisalabad city, faisalabad,,"['Chak no.219 RB Mulvayanwala, Faisalabad, Punjab, Pakistan', 0.0, 31.4153547, 73.0095336]",faisalabad c,faisalabad city,faisalabad,False,True,True,67,100,100,faisalabad city,faisalabad,True,True
479,chak no. 22/1 al, renala khurd, okara,,"[', Punjab, Pakistan', 0.0, 30.8925365, 73.62816459999999]",chak 4/1al,renala khurd,okara,False,True,True,0,100,100,renala khurd,okara,True,True
480,chak no. 220r.b, faisalabad city, faisalabad,,"['Judge Wala, 1 Saani Rd, Faisalabad, Punjab, Pakistan', 0.0, 31.4179331, 73.04047349999999]",faisalabad c,faisalabad city,faisalabad,False,True,True,10,100,100,faisalabad city,faisalabad,True,True
481,chak no. 222r.b, faisalabad city, faisalabad,,"['Chak No 202 R.B Bhaiwala, Faisalabad Sangla Hill Road, Bhai Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.4685119, 73.1307073]",chak no. 199,faisalabad saddar,faisalabad,False,False,True,60,69,100,faisalabad city,faisalabad,False,True
482,chak no. 223/e.b, burewala, vehari,,"['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]",225/eb,burewala,vehari,False,True,True,60,100,100,burewala,vehari,True,True
